Fuel _Type_Code,Station_Name,Street_Address,City,State,ZIP,Station_Phone,Access_Days_Time,Cards_Accepted,EV_Level1_EVSE_Num,EV_Level2_EVSE_Num,EV_DC_Fast_Count,Geocode_Status,Latitude,Longitude,EV_Connector_Types,Country,Facility_Type,E85_Other_Ethanol_Blends
ELEC,Ingles Market,1670 Brown Ave,Waynesville,NC,28786,828-456-8776,24 hours daily,,,2,,GPS,35.470142,-83.004869,J1772,US,GROCERY,
ELEC,Blue Ridge Community College - Patton Hall,43-65 W Campus Dr,Flat Rock,NC,28731,828-694-1700,24 hours daily,,,2,,GPS,35.307808,-82.426922,J1772,US,COLLEGE_CAMPUS,
ELEC,OhioHealth Riverside Hospital - Visitor's Lot,3535 Olentangy River Rd,Columbus,OH,43214,614-566-5000,24 hours daily,,,2,,GPS,40.031768,-83.032414,J1772,US,PARKING_GARAGE,
E85,Circle K #1404,1212 N Bowman Ave,Danville,IL,61832,217-431-3750,24 hours daily,A Cash D Debit M V Voyager Wright_Exp,,,,200-9,40.145805,-87.612233,,US,CONVENIENCE_STORE,
E85,Murphy USA,3742 W Ann Rd,North Las Vegas,NV,89031,702-632-1020,24 hours daily,A Cash Checks D Debit M V Voyager Wright_Exp,,,,200-9,36.261978,-115.189516,,US,CONVENIENCE_STORE,
E85,RaceTrac #630,3401 S Garland Ave,Garland,TX,75041,972-278-4217,24 hours daily,A Cash Checks D Debit M V Voyager Wright_Exp,,,,200-9,32.873298,-96.664836,,US,CONVENIENCE_STORE,
E85,RaceTrac #2331,110 Old Doss Dr,Canton,GA,30115,678-493-3577,24 hours daily,A Cash Checks D Debit M V Voyager Wright_Exp,,,,200-9,34.237942,-84.45694,,US,CONVENIENCE_STORE,
E85,RaceTrac #2351,1020 E Butler Pkwy,Gainesville,GA,30501,770-287-1038,24 hours daily,A Cash Checks D Debit M V Voyager Wright_Exp,,,,200-6,34.286422,-83.810335,,US,CONVENIENCE_STORE,
E85,RaceTrac #2410,200 N Congress Ave,Lake Park,FL,33403,561-845-1107,24 hours daily,A Cash Checks D Debit M V Voyager Wright_Exp,,,,200-8,26.796612,-80.085195,,US,CONVENIENCE_STORE,
E85,RaceTrac #2412,6005 E FL-70,Bradenton,FL,34203,941-727-1117,24 hours daily,A Cash Checks D Debit M V Voyager Wright_Exp,,,,200-8,27.446168,-82.484979,,US,CONVENIENCE_STORE,
E85,Sheetz Store #417,2628 Alamance Rd,Burlington,NC,27215,336-227-3730,24 hours daily,A Cash Checks D Debit M V Voyager Wright_Exp,,,,200-8,36.06706,-79.46725,,US,CONVENIENCE_STORE,"[""E15""]"
E85,Orion Fuels,19501 NW 57th Ave,Miami Gardens,FL,33055,305-705-4453,24 hours daily,A Cash D Debit M V,,,,200-9,25.95207,-80.293952,,US,CONVENIENCE_STORE,
E85,Thorntons #711,10185 Big Bend Rd,Riverview,FL,33578,813-672-8035,24 hours daily; Also accepts EBT cards,A Cash Checks Comdata D Debit M V Voyager Wright_Exp,,,,200-8,27.791587,-82.342117,,US,CONVENIENCE_STORE,
E85,Bosselman's Travel Center,3335 W Wood River Rd,Grand Island,NE,68803,308-382-2288,24 hours daily,A Cash D Debit M V Voyager,,,,200-9,40.83067,-98.380459,,US,TRAVEL_CENTER,
ELEC,EchoPark Automotive,500 E 104th Ave,Thornton,CO,80233,720-457-1886,Dealership business hours,,,2,,200-9,39.883636,-104.979943,J1772,US,CAR_DEALER,
ELEC,EchoPark Automotive,10401 E Arapahoe Rd,Centennial,CO,80111,720-253-0460,Dealership business hours,,,1,,200-9,39.595975,-104.867972,J1772,US,CAR_DEALER,
E85,Exxon - Harrisonburg,1001 E Market St,Harrisonburg,VA,22801,540-434-0759,5am-12am daily,A Cash D Debit M V,,,,200-8,38.44157,-78.85436,,US,CONVENIENCE_STORE,
E85,Winner - Portland Ave,7733 Portland Ave S,Richfield,MN,55423,612-259-7260,24 hours daily,A Cash D Debit M V,,,,200-9,44.862829,-93.267648,,US,CONVENIENCE_STORE,"[""E15""]"
E85,Winner - Energy Park,2233 Energy Park Dr,St. Paul,MN,55108,651-644-1465,"6am-10pm M-Sat, 8am-10pm Sun",A Cash D Debit M V,,,,200-9,44.97458,-93.195047,,US,CONVENIENCE_STORE,"[""E15"", ""E30-E35""]"
E85,Coborn's Superstore,19425 Evans St NW,Elk River,MN,55330,763-441-1400,6am-8pm daily,A Cash D Debit M V,,,,200-9,45.323388,-93.559813,,US,GROCERY,"[""E15"", ""E30-E35""]"
E85,ARCO,3800 Bloomington Ave S,Minneapolis,MN,55407,612-824-1109,"6am-10pm M-Sat, 7am-11pm Sun",A Cash D Debit M V,,,,200-9,44.933873,-93.252781,,US,CONVENIENCE_STORE,"[""E15"", ""E30-E35""]"
ELEC,EchoPark Automotive,1626 Jamboree Dr,Colorado Springs,CO,80920,720-253-1948,Dealership business hours,,,1,,200-8,38.950347,-104.795662,J1772,US,CAR_DEALER,
E85,Little Falls Convenience Store,206 1st St NE,Little Falls,MN,56345,320-632-6655,7am-9pm daily,A Cash D Debit M V,,,,200-9,45.977898,-94.361636,,US,CONVENIENCE_STORE,
E85,Kwik Trip #104,8191 179th St NW,Clearwater,MN,55320,320-558-2111,24 hours daily,A ANDROID_PAY APPLE_PAY Cash Checks Comdata CREDIT D EFS FleetOne FuelMan M TCH Tchek V Voyager Wright_Exp,,,,200-9,45.410436,-94.060095,,US,CONVENIENCE_STORE,"[""E15""]"
ELEC,Ohio Caverns,2210 State Route 245 E,West Liberty,OH,43357,937-465-4017,9am-5pm daily,A Cash D Debit M V,,1,,GPS,40.238319,-83.696735,J1772,US,PARK,
ELEC,Arena Garage - South Howard Street,99 S Howard St,Baltimore,MD,21201,410-685-1109,24 hours daily,,,4,,GPS,39.287914,-76.619205,J1772,US,PARKING_GARAGE,
ELEC,Caroline Street Garage,805 S Caroline St,Baltimore,MD,21231,410-685-1109,24 hours daily,,,6,,200-9,39.282302,-76.596315,J1772,US,PARKING_GARAGE,
ELEC,Town of Ashford,9377 Route 240,West Valley,NY,14171,716-942-6016,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,,2,,,200-9,42.406807,-78.612777,NEMA520,US,MUNI_GOV,
ELEC,Boise City Hall,150 N Capitol Blvd,Boise,ID,83702,208-972-8185,24 hours daily; maximum session time of 2 hours,,,1,,GPS,43.614962,-116.202005,J1772,US,MUNI_GOV,
ELEC,Edenson Dental,109 W Bearss Ave,Tampa,FL,33613,813-632-3118,8am-4:30pm daily; for customer use only; see front desk for access,,,2,,GPS,28.088298,-82.460487,J1772 TESLA,US,OFFICE_BLDG,
ELEC,Baltimore Police Marine Unit,3201 Boston St,Baltimore,MD,21224,410-685-1109,24 hours daily,,,3,,GPS,39.276811,-76.570849,J1772,US,MUNI_GOV,
ELEC,Tidewater Marina,321 E Cromwell St,Baltimore,MD,21230,410-685-1109,24 hours daily,,,3,,200-9,39.264924,-76.60639,J1772,US,MUNI_GOV,
ELEC,"Paul Schafer, DDS",896 Sutro Ave,Novato,CA,94947,415-897-9910,24 hours daily; Appointment required - email schaferdds@gmail.com,,,1,,GPS,38.117115,-122.6098,J1772,US,PARKING_LOT,
E85,Conoco,466 Rockaway Turnpike,Cedarhurst,NY,11516,516-239-4222,24 hours daily,A Cash D Debit M V,,,,200-9,40.628163,-73.736919,,US,CONVENIENCE_STORE,
E85,Cenex,800 N Ridgeview Rd,Olathe,KS,66061,913-782-2711,24 hours daily,A Cash D Debit M V,,,,200-9,38.893226,-94.796735,,US,CONVENIENCE_STORE,
E85,Cowboy Country Store,1400 4th St NE,Watertown,SD,57201,605-886-4444,24 hours daily,A Cash D Debit M V,,,,200-9,44.919677,-97.106079,,US,CONVENIENCE_STORE,"[""E20-E25"", ""E30-E35""]"
E85,Eagle,1700 Capps Landing,Opelika,AL,36801,334-203-1829,24 hours daily,A Cash D Debit M V Voyager,,,,GPS,32.61405379,-85.40086237,,US,CONVENIENCE_STORE,
E85,Hy-Vee,3140 Agency St,Burlington,IA,52601,319-753-0697,5am-11pm daily,A Cash D Debit M V,,,,200-9,40.815832,-91.136578,,US,CONVENIENCE_STORE,"[""E15""]"
E85,Mobil - Fishkill,5 Schuyler Blvd,Fishkill,NY,12524,845-202-7367,24 hours daily,A Cash D Debit M V,,,,200-9,41.527946,-73.891745,,US,CONVENIENCE_STORE,
E85,Lake Stop 20,2301 N Highway 20,Watertown,SD,57201,605-753-5646,"6am-11pm M-Sat, 6am-10pm Sun",A Cash D Debit M V,,,,200-9,44.928972,-97.152896,,US,CONVENIENCE_STORE,
E85,MAPCO #670,1126 6th Ave SE,Decatur,AL,35601,256-301-5790,24 hours daily,A Cash D Debit M V,,,,200-9,34.589776,-86.979979,,US,CONVENIENCE_STORE,"[""E15""]"
E85,Murphy USA,6009 W Craig Rd,Las Vegas,NV,89130,702-452-0191,24 hours daily,A Cash D Debit M V,,,,200-8,36.238959,-115.225965,,US,CONVENIENCE_STORE,
E85,Murphy Express,1970 W Craig Rd,Las Vegas,NV,89032,702-636-9005,24 hours daily,A Cash D Debit M V,,,,200-9,36.240004,-115.170459,,US,CONVENIENCE_STORE,
E85,Murphy USA,25104 Market Place Dr,Katy,TX,77494,281-644-6056,"6am-12:30am Sun-Th, 5:30am-1am F, 6am-1am Sat",A Cash D Debit M V,,,,200-9,29.782486,-95.802367,,US,CONVENIENCE_STORE,"[""E15""]"
E85,Murphy USA,1265 Lake Ave,Woodstock,IL,60098,815-337-2440,5:30am-11:30pm daily,A Cash D Debit M V,,,,200-8,42.29784,-88.42531,,US,CONVENIENCE_STORE,"[""E15""]"
E85,Cicrle K,4675 Sonoma Ranch Blvd,Las Cruces,NM,88011,575-382-6859,24 hours daily,A Cash D Debit M V,,,,200-9,32.370967,-106.73996,,US,CONVENIENCE_STORE,
E85,RaceTrac #2372,60328 Powell Dr,Slidell,LA,70460,985-847-0141,24 hours daily,A Cash D Debit M V,,,,200-8,30.30712,-89.77248,,US,CONVENIENCE_STORE,
E85,RaceTrac #2330,1744 Georgia 138,Conyers,GA,30058,770-760-8224,24 hours daily,A Cash D Debit M V,,,,200-9,33.669542,-83.987677,,US,CONVENIENCE_STORE,
E85,Rapid Roberts #124,1655 Kansas Expy,Springfield,MO,65802,417-865-4046,6am-12am daily,A Cash D Debit M V,,,,200-8,37.226728,-93.31174,,US,CONVENIENCE_STORE,
E85,Sandra's Quick Shop,24963 US-169,Garnett,KS,66032,785-448-6602,24 hours daily,A Cash D Debit M V,,,,200-9,38.260328,-95.248055,,US,CONVENIENCE_STORE,"[""E20-E25""]"
E85,Shamrock,17 Merrick Rd,Baldwin,NY,11510,516-223-1457,6am-11pm daily,A Cash D Debit M V,,,,200-9,40.651271,-73.604003,,US,CONVENIENCE_STORE,
E85,Sheetz Store #136,105 N Erie St,Mercer,PA,16137,724-662-6150,24 hours daily,A Cash D Debit M V,,,,200-9,41.227204,-80.240683,,US,CONVENIENCE_STORE,
E85,Sheetz Store #149,124 N Brady St,Dubois,PA,15801,814-375-9820,24 hours daily,A Cash D Debit M V,,,,200-9,41.119127,-78.76018,,US,CONVENIENCE_STORE,
E85,Sheetz Store #204,4701 William Penn Hwy,Murrysville,PA,15668,724-519-9795,24 hours daily,A Cash D Debit M V,,,,200-9,40.423452,-79.666334,,US,CONVENIENCE_STORE,
E85,Sheetz Store #230,973 S 88 Rd,Carmichaels,PA,15320,724-966-9815,24 hours daily,A Cash D Debit M V,,,,200-9,39.860615,-79.955037,,US,CONVENIENCE_STORE,
E85,Sheetz Store #293,5515 Pottsville Pike,Leesport,PA,19533,484-671-2780,24 hours daily,A Cash D Debit M V,,,,200-9,40.443419,-75.954424,,US,CONVENIENCE_STORE,
E85,Sheetz Store #326,30 Camp Letterman Dr,Gettysburg,PA,17325,717-337-1955,24 hours daily,A Cash D Debit M V,,,,200-9,39.844385,-77.199075,,US,CONVENIENCE_STORE,
E85,Sheetz Store #379,9002 University Blvd,Moon,PA,15108,412-264-4280,24 hours daily,A Cash D Debit M V,,,,200-9,40.503105,-80.223121,,US,CONVENIENCE_STORE,
E85,Sheetz Store #406,225 N Maysville Ave,Zanesville,OH,43701,740-452-7701,24 hours daily,A Cash D Debit M V,,,,200-9,39.909425,-82.017593,,US,CONVENIENCE_STORE,"[""E15""]"
E85,Sheetz Store #469,3299 Ritner Hwy,Newville,PA,17241,717-776-0095,24 hours daily,A Cash D Debit M V,,,,200-9,40.139953,-77.365891,,US,CONVENIENCE_STORE,
E85,Sheetz Store #483,703 E King St,King,NC,27021,336-985-0501,24 hours daily,A Cash D Debit M V,,,,200-8,36.2782,-80.34065,,US,CONVENIENCE_STORE,"[""E15""]"
E85,Sheetz Store #490,2905 Rockford St,Mt. Airy,NC,27030,336-719-2478,24 hours daily,A Cash D Debit M V,,,,200-8,36.45937,-80.63709,,US,CONVENIENCE_STORE,"[""E15""]"
E85,Sheetz Store #508,1647 Freeway Dr,Reidsville,NC,27320,336-342-1988,24 hours daily,A Cash D Debit M V,,,,200-8,36.35174,-79.69354,,US,CONVENIENCE_STORE,"[""E15""]"
E85,Sheetz Store #510,805 S State St,Yadkinville,NC,27055,336-679-2400,24 hours daily,A Cash D Debit M V,,,,200-8,36.12029,-80.65902,,US,CONVENIENCE_STORE,"[""E15""]"
E85,Sheetz Store #529,1280 W Maple St,Hartville,OH,44632,330-877-3422,24 hours daily,A Cash D Debit M V,,,,200-9,40.969388,-81.354883,,US,CONVENIENCE_STORE,"[""E15""]"
E85,Sheetz Store #535,401 CC Camp Rd,Elkin,NC,28621,336-258-8041,24 hours daily,A Cash D Debit M V,,,,200-8,36.27068,-80.85309,,US,CONVENIENCE_STORE,"[""E15""]"
E85,Sheetz Store #595,13039 Balls Ford Rd,Manassas,VA,20109,703-257-1546,24 hours daily,A Cash D Debit M V,,,,GPS,38.78364826,-77.56460723,,US,CONVENIENCE_STORE,
E85,Sheetz Store #599,2415 Lee Hwy,Bristol,VA,24202,276-642-0030,7am-10pm daily,A Cash D Debit M V,,,,200-8,36.62839,-82.14947,,US,CONVENIENCE_STORE,"[""E15""]"
E85,Sheetz Store #605,68500 Addie Way,St. Clairsville,OH,43950,740-695-9140,24 hours daily,A Cash D Debit M V,,,,200-9,40.078262,-80.872647,,US,CONVENIENCE_STORE,"[""E15""]"
E85,Sheetz Store #606,2500 Caton Hill Rd,Woodbridge,VA,22192,703-491-1264,24 hours daily,A Cash D Debit M V,,,,200-8,38.65691,-77.29024,,US,CONVENIENCE_STORE,
E85,Sheetz Store #624,3202 Sandy Ridge Rd,Colfax,NC,27235,336-907-8846,24 hours daily,A Cash D Debit M V,,,,200-8,36.09493,-79.99565,,US,CONVENIENCE_STORE,"[""E15""]"
E85,Sheetz Store #627,151 Wagner Rd,Petersburg,VA,23805,804-732-1318,24 hours daily,A Cash D Debit M V,,,,200-8,37.19002,-77.36611,,US,CONVENIENCE_STORE,
E85,Sheetz Store #632,20281 Virgil H Goode Hwy,Rocky Mount,VA,24151,540-483-3300,24 hours daily,A Cash D Debit M V,,,,200-8,37.07051,-79.89667,,US,CONVENIENCE_STORE,
E85,Shell,3533 SE Military Dr,San Antonio,TX,78223,210-337-0646,24 hours daily,A Cash D Debit M V,,,,200-9,29.353832,-98.425243,,US,CONVENIENCE_STORE,
E85,Speedway #1830,17281 Hayes St,Grand Haven,MI,49417,1-800-643-1948,24 hours daily,A Cash D Debit M V,,,,200-9,43.030868,-86.217022,,US,CONVENIENCE_STORE,
E85,Speedway #3700,3758 W Morris St,Indianapolis,IN,46241,317-241-0013,24 hours daily,A Cash D Debit M V,,,,200-8,39.75032,-86.22455,,US,CONVENIENCE_STORE,
E85,Speedway #3991,3201 Grant St,Gary,IN,46408,219-980-3921,24 hours daily,A Cash D Debit M V,,,,200-8,41.55998,-87.35558,,US,CONVENIENCE_STORE,
E85,Speedway #4440,38900 N Green Bay Rd,Beach Park,IL,60087,847-360-1298,24 hours daily,A Cash D Debit M V,,,,200-9,42.426927,-87.877284,,US,CONVENIENCE_STORE,
E85,Speedway #5004,2700 Algonquin Rd,Lake in the Hills,IL,60156,847-458-0449,24 hours daily,A Cash D Debit M V,,,,200-8,42.186636,-88.252547,,US,CONVENIENCE_STORE,
E85,Speedway #5515,10070 Highland Rd,Heartland,MI,48353,1-800-643-1948,24 hours daily,A Cash D Debit M V,,,,200-9,42.63259,-83.752237,,US,CONVENIENCE_STORE,
E85,Speedway #6210,22055 N Kelsey Rd,Lake Barrington,IL,60010,847-842-8663,24 hours daily,A Cash D Debit M V,,,,200-9,42.18387,-88.189492,,US,CONVENIENCE_STORE,
E85,Speedway #6748,2884 N Highway 421,Michigan City,IN,46360,219-879-5640,24 hours daily,A Cash D Debit M V,,,,200-8,41.64966,-86.89462,,US,CONVENIENCE_STORE,
E85,Speedway #7111,15852 Highway 13 S,Hurricane Mills,TN,37078,931-296-9008,24 hours daily,A Cash D Debit M V,,,,200-9,35.877598,-87.801972,,US,CONVENIENCE_STORE,
E85,Speedway #7118,1261 S Lowry St,Smyrna,TN,37167,615-220-1159,24 hours daily,A Cash D Debit M V,,,,200-9,35.948954,-86.488096,,US,CONVENIENCE_STORE,
E85,Speedway #7140,610 N Cumberland St,Lebanon,TN,37087,615-449-0140,24 hours daily,A Cash D Debit M V,,,,200-9,36.215284,-86.290243,,US,CONVENIENCE_STORE,
E85,Speedway #7350,5499 Grand Ave,Gurnee,IL,60031,847-249-8444,24 hours daily,A Cash D Debit M V,,,,200-9,42.377985,-87.938771,,US,CONVENIENCE_STORE,
E85,Speedway #7383,720 S Clinton St,Grand Ledge,MI,48837,1-800-643-1948,24 hours daily,A Cash D Debit M V,,,,200-9,42.741906,-84.740197,,US,CONVENIENCE_STORE,
E85,Speedway #7503,1300 W Fayette Ave,Effingham,IL,62401,217-342-3012,24 hours daily,A Cash D Debit M V,,,,200-9,39.121698,-88.558467,,US,CONVENIENCE_STORE,
E85,Speedway #8738,4387 N State Route 59,Brazil,IN,47834,812-442-8946,24 hours daily,A Cash D Debit M V,,,,200-8,39.45182,-87.12708,,US,CONVENIENCE_STORE,
E85,Speedway #8799,6800 S Archer Rd,Bedford Park,IL,60455,708-924-1961,24 hours daily,A Cash D Debit M V,,,,GPS,41.76881977,-87.81983897,,US,CONVENIENCE_STORE,
E85,Speedway #8851,1775 N Lafox St,South Elgin,IL,60177,847-717-0901,24 hours daily,A Cash D Debit M V,,,,200-9,42.009464,-88.289827,,US,CONVENIENCE_STORE,
E85,The M Station,800 Nesbitt Dr,Mina,SD,57451,605-725-6462,6am-11pm daily,A Cash D Debit M V,,,,200-8,45.439392,-98.731267,,US,CONVENIENCE_STORE,"[""E20-E25"", ""E30-E35""]"
E85,Kwik Trip #204,4701 Rib Mountain Dr,Wausau,WI,54401,715-843-5090,24 hours daily,A ANDROID_PAY APPLE_PAY Cash Checks Comdata CREDIT D EFS FleetOne FuelMan M TCH Tchek V Voyager Wright_Exp,,,,200-9,44.91394,-89.64836,,US,CONVENIENCE_STORE,"[""E15""]"
ELEC,Drake University - Knapp Center,2601 Forest Ave,Des Moines,IA,50311,515-271-3955,Campus hours,,,1,,200-9,41.604791,-93.652248,J1772,US,COLLEGE_CAMPUS,
ELEC,Village of Sodus,14-16 Mill St,Sodus,NY,14551,315-483-9821,24 hours daily,,,2,,200-9,43.235555,-77.061621,J1772,US,MUNI_GOV,
ELEC,Southern Oregon University - Lot 1,1554 Webster St,Ashland,OR,97520,541-552-7275,6am-12am; parking permit required,,,2,,200-9,42.186396,-122.690383,J1772,US,COLLEGE_CAMPUS,
ELEC,Southern Oregon University - Lot 27,1150 Ashland St,Ashland,OR,97520,541-552-7275,6am-12am; parking permit required,,,1,,200-9,42.185251,-122.69845,J1772,US,COLLEGE_CAMPUS,
ELEC,Wright State University - Lot 1A,3640 Colonel Glenn Hwy,Fairborn,OH,45324,937-775-5690,24 hours daily; must have parking permit,,,2,,200-9,39.781158,-84.063072,J1772,US,COLLEGE_CAMPUS,
BD,Minnoco - Minnetonka U-Haul,13118 Excelsior Blvd,Minnetonka,MN,55343,952-979-9129,7am-7pm daily,A Cash D Debit FuelMan M V Voyager Wright_Exp,,,,200-9,44.916866,-93.447042,,US,RENTAL_CAR_RETURN,
E85,Bosselman's Pump & Pantry #50,3605 Summit Plaza Dr,Bellevue,NE,68123,402-292-2999,24 hours daily,A Cash D Debit M V,,,,200-9,41.140505,-95.967411,,US,CONVENIENCE_STORE,"[""E15""]"
E85,Gas N Wash - Shorewood,1201 W Jefferson St,Shorewood,IL,60404,815-280-6590,24 hours daily,A Cash D Debit M V Wright_Exp,,,,200-8,41.5209,-88.21873,,US,CONVENIENCE_STORE,
E85,Kwik Trip #164,2008 Stout Rd,Menomonie,WI,54751,715-235-1307,24 hours daily,A ANDROID_PAY APPLE_PAY Cash Checks Comdata CREDIT D EFS FleetOne FuelMan M TCH Tchek V Voyager Wright_Exp,,,,GPS,44.880416,-91.90574,,US,CONVENIENCE_STORE,"[""E15""]"
E85,Kwik Trip #110,1814 Lake Shore Dr W,Ashland,WI,54806,715-682-2195,24 hours daily,A ANDROID_PAY APPLE_PAY Cash Checks Comdata CREDIT D EFS FleetOne FuelMan M TCH Tchek V Voyager Wright_Exp,,,,200-8,46.583016,-90.905399,,US,CONVENIENCE_STORE,"[""E15""]"
E85,Kwik Trip #596,1110 State St,Black Earth,WI,53515,608-767-2475,24 hours daily,A ANDROID_PAY APPLE_PAY Cash Checks Comdata CREDIT D EFS FleetOne FuelMan M TCH Tchek V Voyager Wright_Exp,,,,GPS,43.14304897,-89.74617613,,US,CONVENIENCE_STORE,"[""E15""]"
E85,Kwik Trip #143,2400 University Ave,Green Bay,WI,54302,920-469-7527,24 hours daily,A ANDROID_PAY APPLE_PAY Cash Checks CREDIT D M V Voyager Wright_Exp,,,,200-9,44.512947,-87.960006,,US,CONVENIENCE_STORE,"[""E15""]"
E85,Kwik Trip #568,115 Hale Dr,Holmen,WI,54636,608-526-1650,24 hours daily,A ANDROID_PAY APPLE_PAY Cash Checks CREDIT D M V Voyager Wright_Exp,,,,GPS,43.94989647,-91.25999741,,US,CONVENIENCE_STORE,"[""E15""]"
E85,Kwik Trip #574,2103 Hall Ave,Marinette,WI,54143,715-732-0371,24 hours daily,A ANDROID_PAY APPLE_PAY Cash Checks CREDIT D M V Voyager Wright_Exp,,,,200-9,45.099335,-87.635813,,US,CONVENIENCE_STORE,"[""E15""]"
E85,Kwik Trip #112,1000 N Main St,Sheboygan Falls,WI,53085,920-467-0201,24 hours daily,A ANDROID_PAY APPLE_PAY Cash Checks Comdata CREDIT D EFS FleetOne FuelMan M TCH Tchek V Voyager Wright_Exp,,,,GPS,43.74602622,-87.82072076,,US,CONVENIENCE_STORE,"[""E15""]"
E85,Kwik Trip #735,2215 N 6th St,Wausau,WI,54403,715-848-4298,24 hours daily,A ANDROID_PAY APPLE_PAY Cash Checks CREDIT D M V Voyager Wright_Exp,,,,GPS,44.97410779,-89.62320054,,US,CONVENIENCE_STORE,"[""E15""]"
E85,Kwik Trip #128,1111 Lincoln St,Wisconsin Rapids,WI,54494,715-421-0165,24 hours daily,A ANDROID_PAY APPLE_PAY Cash Checks CREDIT D M V Voyager Wright_Exp,,,,200-9,44.381594,-89.821862,,US,CONVENIENCE_STORE,"[""E15""]"
E85,Sparky's One Stop #16,5929 Highway 71 N,Storm Lake,IA,50588,712-732-9611,24 hours daily,A Cash D Debit M V,,,,GPS,42.74957446,-95.15022567,,US,CONVENIENCE_STORE,"[""E15""]"
ELEC,San Juan Islands Conservation District,530 Guard St,Friday Harbor,WA,98250,360-378-6621,24 hours daily,,,1,,GPS,48.536489,-123.021351,J1772,US,OFFICE_BLDG,
ELEC,Avalon Business Park,322 Daniel Ln,Friday Harbor,WA,98250,360-378-2288,8am-5pm daily,,,1,,GPS,48.514655,-123.028884,J1772,US,OFFICE_BLDG,
ELEC,Earthbox Inn and Spa,410 Spring St,Friday Harbor,WA,98250,360-378-4000,24 hours daily; guests only,A Cash Checks Debit M,,2,,GPS,48.532963,-123.019311,J1772,US,INN,
ELEC,Friday Harbor Grand Bed and Breakfast,345 Blair Ave,Friday Harbor,WA,98250,360-378-0442,24 hours daily; guest use only,,,1,,GPS,48.532844,-123.021001,J1772,US,INN,
ELEC,Odd Fellows Hall,112 Haven Rd,Eastsound,WA,98245,360-376-5640,24 hours daily,,,1,,GPS,48.692979,-122.904798,J1772,US,PARKING_LOT,
ELEC,Doe Bay Resort,107 Doe Bay Rd,Olga,WA,98279,360-376-2291,Business Hours,,,1,,GPS,48.641279,-122.781015,J1772,US,HOTEL,
ELEC,Lopez Island Library,2225 Fisherman Bay Rd,Lopez,WA,98261,360-468-2265,24 hours daily,,,1,,GPS,48.521863,-122.909571,J1772,US,LIBRARY,
ELEC,Lopez Community Land Trust,25 Tuatara Rd,Lopez,WA,98261,360-468-3723,"8am-5pm daily; primarily for employee use, call ahead",,,1,,GPS,48.530774,-122.914874,J1772,US,PARKING_LOT,
ELEC,Liberty Plaza Downtown,114 W Pacific St,Branson,MO,65616,417-337-8566,24 hours daily,,,1,,GPS,36.64282,-93.217902,J1772,US,MUNI_GOV,
ELEC,Liberty Utilities - Joplin Street,228 S Joplin,Joplin,MO,64801,800-206-2300,24 hours daily,,,2,,GPS,37.089221,-94.51447,J1772,US,STREET_PARKING,
ELEC,City of Hyattsville - Parking Lot #3,4320 Farragut St,Hyattsville,MD,20781,410-685-1109,24 hours daily,,,2,,200-9,38.951908,-76.941858,J1772,US,PARKING_LOT,
ELEC,City of Hyattsville - Parking Lot #2,4310 Hamilton St,Hyattsville,MD,20781,410-685-1109,24 hours daily,,,2,,GPS,38.953701,-76.941801,J1772,US,PARKING_LOT,
ELEC,University of North Carolina - Parking Deck,5-11 University Heights,Asheville,NC,28804,828-251-6691,24 hours daily,,,2,,GPS,35.6188,-82.566569,J1772,US,COLLEGE_CAMPUS,
ELEC,Town of Lake Lure,2932 Memorial Hwy,Lake Lure,NC,28746,828-625-9983,24 hours daily; maximum session time of 2 hours,,,2,,GPS,35.435111,-82.231733,J1772,US,MUNI_GOV,
ELEC,Publix #1558,2952 Aventura Blvd,Aventura,FL,33180,305-792-1429,Store business hours; customer use only while shopping at Publix,,,2,,GPS,25.960264,-80.14118,J1772,US,GROCERY,
ELEC,Publix #1562,200 Island Way,Clearwater,FL,33767,727-298-8618,Store business hours; customer use only while shopping at Publix,,,2,,GPS,27.97886,-82.817276,J1772,US,GROCERY,
ELEC,Publix #1559,443 W County Rd 419,Oviedo,FL,33768,407-366-4727,Store business hours; customer use only while shopping at Publix,,,2,,GPS,28.646284,-81.13725,J1772,US,GROCERY,
ELEC,Publix #1554,1740 Polk St,Hollywood,FL,33020,954-927-7879,Store business hours; customer use only while shopping at Publix,,,2,,GPS,26.012901,-80.14141,J1772,US,GROCERY,
ELEC,Publix #621,1920 West Ave,Miami Beach,FL,33139,305-535-4268,Store business hours; customer use only while shopping at Publix,,,2,,GPS,25.795124,-80.14327,J1772,US,GROCERY,
ELEC,Publix #1571,8455 NW 53rd Terrace,Doral,FL,33136,305-594-5574,Store business hours; customer use only while shopping at Publix,,,2,,GPS,25.823074,-80.334564,J1772,US,GROCERY,
ELEC,Home2 Suites,1589 Glendale Ave,Hanford,CA,93230,559-587-9957,8am-8pm daily,Debit M V,,8,,GPS,36.319444,-119.670556,J1772,US,HOTEL,
ELEC,Montpelier Visitor Center,13425 Visitor Center Rd,Montpelier Station,VA,22957,540-672-2728,9am-5pm daily; available for guests,,,6,,200-9,38.218004,-78.17046,J1772 TESLA,US,MUNI_GOV,
ELEC,Lewis Hall,13384 Laundry Rd,Montpelier Station,VA,22957,,9am-5pm daily; available for guests,,,6,,200-9,38.218992,-78.166102,J1772 TESLA,US,MUNI_GOV,
